txn_id,timestamp,user_id,merchant_id,amount,utr,mcc,status,is_valid_utr,date,year_month,hour,day_name
TXN00016809,2026-03-25 04:57:25,USR10649,MCH7962,18085.02,UTR9936251806,5411,SUCCESS,True,2026-03-25,2026-03,4,Wednesday
TXN00019697,2026-03-16 12:11:28,USR41933,MCH1657,16165.25,UTR1231202919,4131,SUCCESS,True,2026-03-16,2026-03,12,Monday
TXN00009987,2026-03-23 07:46:57,USR23315,MCH5611,8126.72,UTR8182813921,5812,SUCCESS,True,2026-03-23,2026-03,7,Monday
TXN00012476,2026-01-18 16:34:32,USR13580,MCH5723,8742.7,UTR6973982627,4131,SUCCESS,True,2026-01-18,2026-01,16,Sunday
TXN00014360,2026-01-28 00:00:00,USR87642,MCH6897,21081.55,UTR0044232859,5411,SUCCESS,True,2026-01-28,2026-01,0,Wednesday
TXN00016136,2026-02-21 19:17:54,USR35068,MCH5538,11927.87,,4131,SUCCESS,False,2026-02-21,2026-02,19,Saturday
TXN00006945,2026-03-22 11:07:27,USR65862,MCH6167,14162.0,UTR5792486921,5411,SUCCESS,True,2026-03-22,2026-03,11,Sunday
TXN00014770,2026-01-26 08:56:40,USR78513,MCH2791,1640.73,UTR6150478766,4131,SUCCESS,True,2026-01-26,2026-01,8,Monday
TXN00016190,2026-03-17 18:43:39,USR45665,MCH9102,16145.68,UTR2373058062,5999,SUCCESS,True,2026-03-17,2026-03,18,Tuesday
TXN00003446,2026-01-18 22:34:17,USR65932,MCH2270,16241.23,UTR7867730788,7011,SUCCESS,True,2026-01-18,2026-01,22,Sunday
TXN00005834,2026-01-27 03:47:38,USR98081,MCH1147,10807.36,UTR0843217928,5912,SUCCESS,True,2026-01-27,2026-01,3,Tuesday
TXN00019891,2026-03-26 14:21:41,USR30014,MCH1264,3885.81,UTR2084803894,5411,FAILED,True,2026-03-26,2026-03,14,Thursday
TXN00010653,2026-03-13 01:11:08,USR80891,MCH2308,21112.21,UTR9785224018,5411,SUCCESS,True,2026-03-13,2026-03,1,Friday
TXN00018136,2026-02-08 02:57:45,USR55266,MCH8926,18721.85,UTR5986887859,5999,SUCCESS,True,2026-02-08,2026-02,2,Sunday
TXN00003297,2026-03-21 10:57:27,USR31587,MCH5857,16211.47,UTR5017286926,4131,SUCCESS,True,2026-03-21,2026-03,10,Saturday
TXN00016157,2026-02-03 17:38:41,USR64212,MCH7689,7561.75,,5411,SUCCESS,False,2026-02-03,2026-02,17,Tuesday
TXN00016027,2026-01-19 11:44:32,USR87645,MCH6479,17570.45,UTR4762061709,5999,PENDING,True,2026-01-19,2026-01,11,Monday
TXN00019932,2026-02-07 10:20:58,USR59942,MCH1324,18857.5,UTR3264237337,7011,PENDING,True,2026-02-07,2026-02,10,Saturday
TXN00016589,2026-02-25 13:00:30,USR76838,MCH7351,1093.21,UTR0617604858,4131,PENDING,True,2026-02-25,2026-02,13,Wednesday
TXN00019176,2026-03-15 13:28:33,USR65658,MCH4807,9287.16,UTR3776520161,5812,SUCCESS,True,2026-03-15,2026-03,13,Sunday
TXN00007002,2026-01-29 03:22:05,USR15783,MCH4069,4677.45,UTR3499900190,7011,SUCCESS,True,2026-01-29,2026-01,3,Thursday
TXN00019458,2026-02-17 11:51:32,USR29731,MCH9553,620.11,UTR3573966160,5912,SUCCESS,True,2026-02-17,2026-02,11,Tuesday
TXN00014078,2026-03-18 07:27:13,USR68186,MCH3119,3027.25,UTR3850694547,5999,SUCCESS,True,2026-03-18,2026-03,7,Wednesday
TXN00016662,2026-02-25 00:00:00,USR58661,MCH4870,3649.69,UTR1878050443,5912,SUCCESS,True,2026-02-25,2026-02,0,Wednesday
TXN00001273,2026-08-03 22:21:04,USR64411,MCH9501,19498.48,UTR6912919530,5912,SUCCESS,True,2026-08-03,2026-08,22,Monday
TXN00000554,2026-01-08 00:00:00,USR43514,MCH8235,14028.0,UTR9103051245,5411,SUCCESS,True,2026-01-08,2026-01,0,Thursday
TXN00001035,2026-03-17 23:40:21,USR63580,MCH2907,1933.06,UTR4563553369,5812,SUCCESS,True,2026-03-17,2026-03,23,Tuesday
TXN00004158,2026-07-01 03:25:23,USR49703,MCH8592,21280.26,UTR8663995632,5912,SUCCESS,True,2026-07-01,2026-07,3,Wednesday
TXN00006662,2026-09-03 23:09:05,USR44967,MCH4915,11051.92,UTR5547206691,4131,SUCCESS,True,2026-09-03,2026-09,23,Thursday
TXN00004005,2026-02-25 00:42:10,USR27813,MCH9714,3739.74,UTR9153423729,7011,PENDING,True,2026-02-25,2026-02,0,Wednesday
TXN00012952,2026-03-22 19:14:02,USR28594,MCH7698,21237.06,UTR8328890863,4131,SUCCESS,True,2026-03-22,2026-03,19,Sunday
TXN00012722,2026-03-20 08:00:59,USR46521,MCH7806,2126.06,,5999,SUCCESS,False,2026-03-20,2026-03,8,Friday
TXN00017371,2026-02-08 19:55:57,USR52054,MCH1415,5103.45,UTR0942482811,4131,FAILED,True,2026-02-08,2026-02,19,Sunday
TXN00010231,2026-12-01 18:25:29,USR24020,MCH1072,12820.0,UTR4013973616,5999,SUCCESS,True,2026-12-01,2026-12,18,Tuesday
TXN00016881,2026-02-28 16:16:58,USR55105,MCH8203,12607.34,UTR7930288118,4131,SUCCESS,True,2026-02-28,2026-02,16,Saturday
TXN00006250,2026-03-08 23:14:00,USR91204,MCH8126,2162.53,UTR7789697611,4131,SUCCESS,True,2026-03-08,2026-03,23,Sunday
TXN00012547,2026-01-02 13:00:55,USR81891,MCH8185,15143.2,UTR3112279759,5411,SUCCESS,True,2026-01-02,2026-01,13,Friday
TXN00006233,2026-01-04 15:03:47,USR99333,MCH7753,13856.94,UTR3757487803,5912,SUCCESS,True,2026-01-04,2026-01,15,Sunday
TXN00009437,2026-02-06 07:59:08,USR51134,MCH3677,18141.95,UTR9594872795,5411,SUCCESS,True,2026-02-06,2026-02,7,Friday
TXN00014870,2026-03-14 19:25:49,USR20097,MCH1089,10503.49,UTR2297900954,5411,SUCCESS,True,2026-03-14,2026-03,19,Saturday
TXN00017154,2026-01-02 12:11:15,USR70156,MCH4791,15284.1,UTR6047229328,5999,SUCCESS,True,2026-01-02,2026-01,12,Friday
TXN00017354,2026-01-13 06:57:12,USR21165,MCH8314,3885.79,UTR3550526278,5999,FAILED,True,2026-01-13,2026-01,6,Tuesday
TXN00016435,2026-02-04 05:38:16,USR95643,MCH6408,7522.51,UTR1763470481,5411,SUCCESS,True,2026-02-04,2026-02,5,Wednesday
TXN00019729,2026-02-16 21:27:46,USR80421,MCH1344,19194.21,,5912,SUCCESS,False,2026-02-16,2026-02,21,Monday
TXN00010050,2026-03-31 03:11:34,USR55436,MCH1494,24630.33,UTR7023185474,5999,FAILED,True,2026-03-31,2026-03,3,Tuesday
TXN00018951,2026-02-19 14:47:56,USR33880,MCH6685,24271.48,UTR3077462260,5411,SUCCESS,True,2026-02-19,2026-02,14,Thursday
TXN00002445,2026-01-10 19:40:30,USR16914,MCH6345,11016.63,UTR8583219659,5411,FAILED,True,2026-01-10,2026-01,19,Saturday
TXN00012436,2026-01-13 09:46:18,USR74576,MCH8131,23872.69,UTR9083690755,5812,SUCCESS,True,2026-01-13,2026-01,9,Tuesday
TXN00014182,2026-02-20 21:55:49,USR80842,MCH2362,7886.53,UTR5449701402,5812,SUCCESS,True,2026-02-20,2026-02,21,Friday
TXN00008228,2026-02-07 18:43:19,USR16925,MCH2187,3153.8,UTR6665878857,5411,SUCCESS,True,2026-02-07,2026-02,18,Saturday
TXN00005506,2026-02-01 00:31:56,USR20071,MCH6669,4552.0,UTR2099820504,5411,SUCCESS,True,2026-02-01,2026-02,0,Sunday
TXN00006631,2026-02-26 04:07:45,USR30341,MCH1540,10306.32,UTR0333355397,7011,SUCCESS,True,2026-02-26,2026-02,4,Thursday
TXN00001648,2026-02-03 13:13:34,USR20891,MCH5653,20653.43,UTR2575190050,5411,SUCCESS,True,2026-02-03,2026-02,13,Tuesday
TXN00009830,2026-03-02 12:16:27,USR97916,MCH8170,16535.02,,5411,SUCCESS,False,2026-03-02,2026-03,12,Monday
TXN00005236,2026-03-17 19:46:07,USR86787,MCH1413,193.75,,4131,SUCCESS,False,2026-03-17,2026-03,19,Tuesday
TXN00004872,2026-02-10 20:40:59,USR56291,MCH6505,3315.0,UTR9305523121,5812,SUCCESS,True,2026-02-10,2026-02,20,Tuesday
TXN00007542,2026-02-13 08:38:29,USR44238,MCH9352,1539.8,UTR4993727730,5912,SUCCESS,True,2026-02-13,2026-02,8,Friday
TXN00001721,2026-02-05 10:11:17,USR93205,MCH1943,3564.81,UTR0452415448,5999,SUCCESS,True,2026-02-05,2026-02,10,Thursday
TXN00001297,2026-11-02 06:38:44,USR40062,MCH1828,4195.39,UTR2492682436,5999,SUCCESS,True,2026-11-02,2026-11,6,Monday
TXN00006877,2026-02-24 12:00:16,USR52813,MCH8406,4829.06,UTR5304165718,5912,SUCCESS,True,2026-02-24,2026-02,12,Tuesday
TXN00015058,2026-01-28 05:16:52,USR52187,MCH9936,16771.28,UTR1394983299,5912,SUCCESS,True,2026-01-28,2026-01,5,Wednesday
TXN00014402,2026-06-03 02:00:20,USR45829,MCH8779,10751.14,UTR1228459399,5912,SUCCESS,True,2026-06-03,2026-06,2,Wednesday
TXN00000260,2026-01-13 05:02:35,USR32553,MCH8166,2438.44,UTR7702625844,5812,SUCCESS,True,2026-01-13,2026-01,5,Tuesday
TXN00013892,2026-02-27 00:34:06,USR78584,MCH4737,20998.09,UTR1451065595,5411,SUCCESS,True,2026-02-27,2026-02,0,Friday
TXN00006610,2026-03-05 22:18:55,USR82007,MCH4674,7715.72,UTR3136985581,5812,SUCCESS,True,2026-03-05,2026-03,22,Thursday
TXN00013207,2026-03-22 13:19:08,USR45569,MCH8930,15705.81,UTR1892749501,5999,SUCCESS,True,2026-03-22,2026-03,13,Sunday
TXN00001253,2026-06-01 20:20:48,USR67481,MCH9936,2941.53,UTR3977633540,5999,SUCCESS,True,2026-06-01,2026-06,20,Monday
TXN00015734,2026-01-29 03:53:59,USR48326,MCH6386,9410.37,UTR7026016253,5999,SUCCESS,True,2026-01-29,2026-01,3,Thursday
TXN00013752,2026-01-20 12:58:21,USR86751,MCH3816,6929.77,UTR3698446717,5411,SUCCESS,True,2026-01-20,2026-01,12,Tuesday
TXN00008615,2026-03-26 10:44:58,USR19552,MCH6764,5834.0,UTR8485665641,5411,SUCCESS,True,2026-03-26,2026-03,10,Thursday
TXN00016638,2026-03-17 00:00:00,USR89002,MCH3963,1911.77,UTR1463604010,5912,SUCCESS,True,2026-03-17,2026-03,0,Tuesday
TXN00014433,2026-01-22 09:57:37,USR53276,MCH8083,536.81,UTR3613594639,5999,FAILED,True,2026-01-22,2026-01,9,Thursday
TXN00016304,2026-03-15 18:09:48,USR10564,MCH5529,8498.56,UTR1188763260,5411,SUCCESS,True,2026-03-15,2026-03,18,Sunday
TXN00011123,2026-03-09 09:42:29,USR29373,MCH4774,9282.91,UTR4675310595,5411,PENDING,True,2026-03-09,2026-03,9,Monday
TXN00017770,2026-12-02 02:16:49,USR38873,MCH5011,20404.98,UTR3943927089,4131,SUCCESS,True,2026-12-02,2026-12,2,Wednesday
TXN00015153,2026-01-29 19:38:56,USR72988,MCH1839,23859.92,UTR5285442859,5912,SUCCESS,True,2026-01-29,2026-01,19,Thursday
TXN00003020,2026-02-28 21:37:15,USR30005,MCH3549,19596.16,UTR0186168463,5812,SUCCESS,True,2026-02-28,2026-02,21,Saturday
TXN00005961,2026-03-02 20:33:04,USR32445,MCH9656,10014.91,UTR0051941862,5912,SUCCESS,True,2026-03-02,2026-03,20,Monday
TXN00015160,2026-02-28 09:30:57,USR10326,MCH2326,8343.09,UTR0433151536,5999,SUCCESS,True,2026-02-28,2026-02,9,Saturday
TXN00001981,2026-02-19 02:01:09,USR11648,MCH3749,4660.67,UTR7541838843,5812,SUCCESS,True,2026-02-19,2026-02,2,Thursday
TXN00003805,2026-01-20 20:33:00,USR73734,MCH3881,6499.17,UTR3031913069,5812,SUCCESS,True,2026-01-20,2026-01,20,Tuesday
TXN00010026,2026-02-16 01:52:25,USR46929,MCH7131,3812.18,UTR7416825177,5411,SUCCESS,True,2026-02-16,2026-02,1,Monday
TXN00008580,2026-03-12 06:03:53,USR60706,MCH4210,1547.96,UTR6287602941,5912,SUCCESS,True,2026-03-12,2026-03,6,Thursday
TXN00012316,2026-03-06 00:50:16,USR25930,MCH3999,5396.0,UTR4232357099,5812,SUCCESS,True,2026-03-06,2026-03,0,Friday
TXN00016448,2026-03-05 11:49:25,USR48543,MCH3534,21439.07,UTR9760111317,5411,SUCCESS,True,2026-03-05,2026-03,11,Thursday
TXN00013756,2026-01-19 09:13:49,USR70100,MCH2554,14373.14,UTR5459217768,5812,SUCCESS,True,2026-01-19,2026-01,9,Monday
TXN00016149,2026-03-04 08:55:51,USR44375,MCH7883,8873.22,UTR9529919593,5411,PENDING,True,2026-03-04,2026-03,8,Wednesday
TXN00016633,2026-01-11 12:35:32,USR46471,MCH2587,12234.61,UTR6449516055,5912,FAILED,True,2026-01-11,2026-01,12,Sunday
TXN00018231,2026-08-03 03:35:30,USR22290,MCH1644,4821.45,UTR5612706966,5999,SUCCESS,True,2026-08-03,2026-08,3,Monday
TXN00016483,2026-02-24 05:06:24,USR35188,MCH9459,992.59,UTR5663011338,4131,SUCCESS,True,2026-02-24,2026-02,5,Tuesday
TXN00011780,2026-01-15 00:00:00,USR85975,MCH9285,16954.73,UTR6597737915,5411,SUCCESS,True,2026-01-15,2026-01,0,Thursday
TXN00004120,2026-02-23 20:38:16,USR70331,MCH9563,17870.82,UTR3912936386,5999,SUCCESS,True,2026-02-23,2026-02,20,Monday
TXN00017638,2026-01-28 05:42:33,USR13007,MCH5666,4359.86,UTR0004565871,4131,SUCCESS,True,2026-01-28,2026-01,5,Wednesday
TXN00003143,2026-03-11 06:47:22,USR59993,MCH6366,14615.38,UTR9996513614,5411,SUCCESS,True,2026-03-11,2026-03,6,Wednesday
TXN00000850,2026-02-17 01:11:34,USR75377,MCH5241,14888.67,UTR5122884675,7011,SUCCESS,True,2026-02-17,2026-02,1,Tuesday
TXN00018258,2026-01-10 17:03:45,USR21386,MCH4685,7668.38,UTR0267873736,5411,SUCCESS,True,2026-01-10,2026-01,17,Saturday
TXN00006844,2026-02-23 09:57:58,USR84957,MCH4551,2144.36,UTR1432805637,5411,SUCCESS,True,2026-02-23,2026-02,9,Monday
TXN00012482,2026-03-27 02:59:16,USR26056,MCH5747,21329.25,UTR5317292082,5999,FAILED,True,2026-03-27,2026-03,2,Friday
TXN00018754,2026-01-27 23:42:38,USR73249,MCH8443,3350.42,UTR0587095815,5812,SUCCESS,True,2026-01-27,2026-01,23,Tuesday
TXN00001719,2026-01-04 05:44:41,USR52534,MCH3352,24592.0,UTR2497852829,5812,SUCCESS,True,2026-01-04,2026-01,5,Sunday
TXN00013769,2026-03-01 19:37:27,USR59377,MCH7451,18971.51,UTR3021874476,7011,SUCCESS,True,2026-03-01,2026-03,19,Sunday
TXN00019164,2026-03-13 17:24:30,USR12128,MCH2632,3067.9,UTR0104238946,5999,SUCCESS,True,2026-03-13,2026-03,17,Friday
TXN00013256,2026-01-06 16:19:08,USR15898,MCH8865,6651.0,UTR2455161111,5812,FAILED,True,2026-01-06,2026-01,16,Tuesday
TXN00006412,2026-03-17 15:35:03,USR78645,MCH5310,8812.25,,5999,SUCCESS,False,2026-03-17,2026-03,15,Tuesday
TXN00011044,2026-02-02 13:34:39,USR77936,MCH1250,17812.73,UTR6858905892,5912,SUCCESS,True,2026-02-02,2026-02,13,Monday
TXN00010411,2026-03-27 09:40:45,USR89877,MCH2258,19845.0,UTR0059388177,4131,SUCCESS,True,2026-03-27,2026-03,9,Friday
TXN00014529,2026-03-04 04:41:14,USR94277,MCH5752,20660.72,UTR0180120804,5411,SUCCESS,True,2026-03-04,2026-03,4,Wednesday
TXN00019725,2026-01-23 21:18:44,USR94559,MCH6661,6733.59,UTR6209030743,5411,SUCCESS,True,2026-01-23,2026-01,21,Friday
TXN00011416,2026-05-03 22:31:43,USR32332,MCH6004,7641.48,UTR6217461387,7011,SUCCESS,True,2026-05-03,2026-05,22,Sunday
TXN00003506,2026-02-22 04:30:25,USR13160,MCH8151,15569.54,,7011,SUCCESS,False,2026-02-22,2026-02,4,Sunday
TXN00011158,2026-01-19 19:37:16,USR72168,MCH9119,4499.05,UTR5800999285,5411,SUCCESS,True,2026-01-19,2026-01,19,Monday
TXN00011203,2026-01-22 11:13:54,USR37392,MCH7177,15165.38,UTR8880482664,5812,PENDING,True,2026-01-22,2026-01,11,Thursday
TXN00003168,2026-02-21 16:26:30,USR93454,MCH1195,2643.78,UTR8900651687,5411,FAILED,True,2026-02-21,2026-02,16,Saturday
TXN00019352,2026-03-23 07:49:51,USR73500,MCH6404,2290.15,UTR1671219083,5912,SUCCESS,True,2026-03-23,2026-03,7,Monday
TXN00010619,2026-02-26 06:15:21,USR14115,MCH2163,3372.0,UTR5948494931,5812,SUCCESS,True,2026-02-26,2026-02,6,Thursday
TXN00006823,2026-03-24 03:21:21,USR60145,MCH4279,24381.36,UTR0635680614,5999,FAILED,True,2026-03-24,2026-03,3,Tuesday
TXN00002336,2026-02-01 05:12:41,USR39339,MCH2904,9602.0,UTR4245958091,7011,PENDING,True,2026-02-01,2026-02,5,Sunday
TXN00002128,2026-06-01 02:35:14,USR22930,MCH1546,4157.21,UTR0931828929,5411,PENDING,True,2026-06-01,2026-06,2,Monday
TXN00013630,2026-03-09 00:00:00,USR53066,MCH7925,24957.6,UTR9079524611,5812,SUCCESS,True,2026-03-09,2026-03,0,Monday
TXN00017256,2026-01-26 06:57:42,USR95601,MCH8973,19561.75,UTR9180560320,4131,FAILED,True,2026-01-26,2026-01,6,Monday
TXN00011628,2026-01-26 21:16:01,USR27111,MCH6698,12144.3,UTR8135015319,4131,SUCCESS,True,2026-01-26,2026-01,21,Monday
TXN00004938,2026-02-12 04:25:12,USR45626,MCH2203,14228.2,UTR0756422105,5411,FAILED,True,2026-02-12,2026-02,4,Thursday
TXN00006668,2026-03-10 02:36:00,USR74631,MCH2375,18613.61,UTR8845537942,5411,SUCCESS,True,2026-03-10,2026-03,2,Tuesday
TXN00005083,2026-03-17 07:56:43,USR30572,MCH1129,20938.44,UTR8762023522,7011,SUCCESS,True,2026-03-17,2026-03,7,Tuesday
TXN00007519,2026-03-18 02:21:33,USR59352,MCH2252,19676.53,UTR4646980719,4131,SUCCESS,True,2026-03-18,2026-03,2,Wednesday
TXN00004477,2026-02-17 12:56:55,USR12348,MCH4406,10465.55,UTR9937786440,7011,SUCCESS,True,2026-02-17,2026-02,12,Tuesday
TXN00008564,2026-02-05 15:21:54,USR14359,MCH8601,22047.55,UTR4376730718,5411,SUCCESS,True,2026-02-05,2026-02,15,Thursday
TXN00010299,2026-02-02 18:56:28,USR62336,MCH8936,1146.71,UTR3036140976,5411,SUCCESS,True,2026-02-02,2026-02,18,Monday
TXN00000423,2026-02-18 19:43:34,USR33426,MCH3368,2289.24,UTR0915808900,5812,SUCCESS,True,2026-02-18,2026-02,19,Wednesday
TXN00018119,2026-03-30 01:06:38,USR70015,MCH7535,18107.57,UTR4890046040,5812,SUCCESS,True,2026-03-30,2026-03,1,Monday
TXN00008329,2026-02-22 18:43:39,USR71894,MCH4925,21607.12,UTR2167202973,5411,SUCCESS,True,2026-02-22,2026-02,18,Sunday
TXN00014703,2026-03-30 22:44:31,USR37175,MCH7600,13527.59,UTR2797266008,5912,SUCCESS,True,2026-03-30,2026-03,22,Monday
TXN00013189,2026-01-06 03:12:22,USR64786,MCH1185,23873.15,UTR8130946130,5999,SUCCESS,True,2026-01-06,2026-01,3,Tuesday
TXN00012711,2026-03-27 12:39:36,USR70140,MCH9545,3964.4,UTR7200469343,7011,FAILED,True,2026-03-27,2026-03,12,Friday
TXN00007061,2026-01-21 13:22:58,USR32935,MCH2103,23583.32,UTR4366073186,5812,SUCCESS,True,2026-01-21,2026-01,13,Wednesday
TXN00002356,2026-12-02 12:03:02,USR92116,MCH4725,3022.75,UTR2879449621,4131,SUCCESS,True,2026-12-02,2026-12,12,Wednesday
TXN00011291,2026-03-15 06:13:46,USR83428,MCH5160,14695.85,UTR4931809660,5812,SUCCESS,True,2026-03-15,2026-03,6,Sunday
TXN00015791,2026-03-05 18:04:00,USR32391,MCH1054,19967.34,UTR3740405228,4131,SUCCESS,True,2026-03-05,2026-03,18,Thursday
TXN00002410,2026-02-06 13:43:35,USR33634,MCH1644,11355.5,UTR3622106424,5912,SUCCESS,True,2026-02-06,2026-02,13,Friday
TXN00012404,2026-02-05 18:03:07,USR90539,MCH9518,6727.24,UTR2855304769,5411,SUCCESS,True,2026-02-05,2026-02,18,Thursday
TXN00007826,2026-01-27 03:46:00,USR93275,MCH4379,21419.68,UTR6051624471,5999,SUCCESS,True,2026-01-27,2026-01,3,Tuesday
TXN00013833,2026-03-24 06:53:52,USR97369,MCH5710,17193.16,UTR5386880571,5411,SUCCESS,True,2026-03-24,2026-03,6,Tuesday
TXN00008347,2026-03-21 13:23:01,USR30149,MCH8154,20280.95,UTR7813726412,5812,SUCCESS,True,2026-03-21,2026-03,13,Saturday
TXN00008601,2026-02-07 01:04:00,USR10364,MCH6125,10464.89,UTR7120517145,5999,SUCCESS,True,2026-02-07,2026-02,1,Saturday
TXN00019077,2026-02-10 15:59:30,USR63916,MCH6183,23430.37,UTR9969773280,5999,SUCCESS,True,2026-02-10,2026-02,15,Tuesday
TXN00006897,2026-02-07 00:39:45,USR55251,MCH8902,20169.63,UTR4749001988,5912,SUCCESS,True,2026-02-07,2026-02,0,Saturday
TXN00016167,2026-03-12 02:34:02,USR13352,MCH9399,11911.06,UTR4136887766,5812,SUCCESS,True,2026-03-12,2026-03,2,Thursday
TXN00010130,2026-01-29 00:00:00,USR31785,MCH9324,17049.01,UTR0109778245,5812,SUCCESS,True,2026-01-29,2026-01,0,Thursday
TXN00001814,2026-12-01 06:34:49,USR11627,MCH9304,533.41,UTR5755686972,5411,SUCCESS,True,2026-12-01,2026-12,6,Tuesday
TXN00008684,2026-03-01 19:22:35,USR21498,MCH1197,15159.35,UTR4989270947,5411,SUCCESS,True,2026-03-01,2026-03,19,Sunday
TXN00011260,2026-01-13 15:25:49,USR42685,MCH5286,6873.18,UTR9673679402,4131,SUCCESS,True,2026-01-13,2026-01,15,Tuesday
TXN00006299,2026-03-10 07:07:35,USR99198,MCH1182,18116.7,UTR5764893132,7011,SUCCESS,True,2026-03-10,2026-03,7,Tuesday
TXN00015891,2026-01-15 19:20:26,USR95854,MCH9125,943.42,UTR7420141471,7011,SUCCESS,True,2026-01-15,2026-01,19,Thursday
TXN00013372,2026-01-28 03:11:06,USR81071,MCH9074,6186.16,UTR2549648872,5411,SUCCESS,True,2026-01-28,2026-01,3,Wednesday
TXN00001636,2026-03-06 17:51:05,USR93631,MCH4658,5874.0,UTR9788802870,5411,SUCCESS,True,2026-03-06,2026-03,17,Friday
TXN00014585,2026-03-24 00:00:00,USR72791,MCH8248,19485.61,UTR8793750337,5999,SUCCESS,True,2026-03-24,2026-03,0,Tuesday
TXN00017451,2026-01-01 22:26:47,USR49298,MCH3651,24562.42,UTR0784158662,5999,SUCCESS,True,2026-01-01,2026-01,22,Thursday
TXN00019521,2026-10-03 10:08:28,USR72301,MCH1969,22379.69,UTR2014827853,5411,SUCCESS,True,2026-10-03,2026-10,10,Saturday
TXN00004731,2026-02-08 00:00:00,USR85675,MCH8249,3017.89,UTR7590589719,5999,SUCCESS,True,2026-02-08,2026-02,0,Sunday
TXN00001164,2026-03-09 00:11:51,USR77305,MCH1219,18590.27,UTR9322503271,5411,SUCCESS,True,2026-03-09,2026-03,0,Monday
TXN00019946,2026-01-17 03:04:44,USR11457,MCH9274,13420.16,UTR2423857793,4131,SUCCESS,True,2026-01-17,2026-01,3,Saturday
TXN00019708,2026-03-08 21:28:50,USR69664,MCH9555,11612.03,UTR4104221683,5912,SUCCESS,True,2026-03-08,2026-03,21,Sunday
TXN00013290,2026-02-17 00:12:05,USR45214,MCH5596,5868.0,,7011,SUCCESS,False,2026-02-17,2026-02,0,Tuesday
TXN00017863,2026-02-15 21:09:49,USR89848,MCH3012,7316.39,UTR0324814757,5411,SUCCESS,True,2026-02-15,2026-02,21,Sunday
TXN00002965,2026-02-26 00:00:00,USR52469,MCH8870,21414.87,UTR5710151271,5812,SUCCESS,True,2026-02-26,2026-02,0,Thursday
TXN00002871,2026-03-09 23:37:44,USR46203,MCH9864,22353.42,UTR5786441205,4131,SUCCESS,True,2026-03-09,2026-03,23,Monday
TXN00002867,2026-03-24 15:49:02,USR18772,MCH2693,12922.0,UTR2868332587,7011,SUCCESS,True,2026-03-24,2026-03,15,Tuesday
TXN00006169,2026-03-15 11:34:58,USR89918,MCH8760,1407.6,UTR0907121860,4131,SUCCESS,True,2026-03-15,2026-03,11,Sunday
TXN00013547,2026-02-20 07:42:55,USR63113,MCH7591,14567.97,UTR2306382301,5411,SUCCESS,True,2026-02-20,2026-02,7,Friday
TXN00010728,2026-04-01 23:14:38,USR88027,MCH3285,11398.84,UTR0174765813,5912,SUCCESS,True,2026-04-01,2026-04,23,Wednesday
TXN00013571,2026-03-20 10:00:51,USR68935,MCH2696,3639.37,UTR3232055310,5411,SUCCESS,True,2026-03-20,2026-03,10,Friday
TXN00005428,2026-06-01 18:46:31,USR35122,MCH7505,6047.62,UTR4600528981,7011,SUCCESS,True,2026-06-01,2026-06,18,Monday
TXN00007360,2026-01-02 19:23:16,USR96328,MCH9048,21885.33,UTR4503355848,5411,SUCCESS,True,2026-01-02,2026-01,19,Friday
TXN00002508,2026-02-10 15:33:01,USR21142,MCH5165,10984.35,UTR5738329713,5411,SUCCESS,True,2026-02-10,2026-02,15,Tuesday
TXN00008941,2026-01-19 05:55:01,USR95986,MCH4116,11564.41,UTR3953994933,4131,SUCCESS,True,2026-01-19,2026-01,5,Monday
TXN00013758,2026-02-16 04:31:11,USR42590,MCH6674,20510.42,UTR5659758679,5411,SUCCESS,True,2026-02-16,2026-02,4,Monday
TXN00012394,2026-02-07 16:18:50,USR59421,MCH6075,21783.11,UTR3267905421,4131,SUCCESS,True,2026-02-07,2026-02,16,Saturday
TXN00010875,2026-01-17 03:39:14,USR56743,MCH8063,22756.44,,7011,SUCCESS,False,2026-01-17,2026-01,3,Saturday
TXN00009390,2026-02-02 04:57:43,USR93287,MCH1639,13733.11,UTR9767354693,7011,FAILED,True,2026-02-02,2026-02,4,Monday
TXN00006317,2026-01-11 17:19:21,USR89683,MCH3250,18091.13,UTR4959877131,5411,SUCCESS,True,2026-01-11,2026-01,17,Sunday
TXN00012143,2026-03-11 06:11:35,USR80364,MCH1735,16757.93,UTR6325358414,5999,SUCCESS,True,2026-03-11,2026-03,6,Wednesday
TXN00011599,2026-01-06 11:32:10,USR28883,MCH2200,5384.64,UTR2931168985,7011,SUCCESS,True,2026-01-06,2026-01,11,Tuesday
TXN00001922,2026-03-14 00:19:42,USR18339,MCH8379,90.42,UTR8702002024,5912,SUCCESS,True,2026-03-14,2026-03,0,Saturday
TXN00002212,2026-01-12 04:22:24,USR36493,MCH3094,20124.62,UTR3781623850,5411,SUCCESS,True,2026-01-12,2026-01,4,Monday
TXN00016069,2026-02-16 21:03:12,USR89746,MCH8057,2331.56,UTR7471494758,7011,SUCCESS,True,2026-02-16,2026-02,21,Monday
TXN00000776,2026-01-08 00:00:00,USR29401,MCH3319,3756.44,UTR9884972221,7011,PENDING,True,2026-01-08,2026-01,0,Thursday
TXN00013567,2026-02-02 11:55:15,USR57027,MCH2708,5676.97,UTR8810179977,5812,SUCCESS,True,2026-02-02,2026-02,11,Monday
